Project.ID,Deployment.Location.ID,Latitude,Longitude,Country,HMI,Climate.bio01,Climate.bio07,Land.Cover,Tree.Cover,Elevation.m,GPW,Protected,BIOME_NAME,ECO_NAME,RoadDensity_m_km2,dist_road
Hamaarag LT monitoring,Ezuz Near 8,30.79589,34.46797,Israel,0.2597835,19.2,25.3,Bare,1,309,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,707,63.24
Hamaarag LT monitoring,Ezuz Near 8,30.79607661,34.46811453,Israel,0.2597835,19.2,25.3,Bare,1,309,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,707,63.24
Hamaarag LT monitoring,Ezuz Near 7,30.79652,34.46771,Israel,0.2597835,19.2,25.3,Bare,1,309,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,707,114.35
Hamaarag LT monitoring,Ezuz Near 7,30.79675513,34.46770247,Israel,0.2597835,19.2,25.3,Bare,1,309,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,707,114.35
Hamaarag LT monitoring,Ezuz Near 6,30.79712,34.46776,Israel,0.2597835,19.2,25.3,Bare,1,309,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,707,139.17
Hamaarag LT monitoring,Ezuz Near 5,30.79727,34.46689,Israel,0.2597835,19.2,25.3,Bare,1,309,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,707,217.22
Hamaarag LT monitoring,Ezuz Near 5,30.79727468,34.46670469,Israel,0.2597835,19.2,25.3,Bare,1,309,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,707,217.22
Hamaarag LT monitoring,Ezuz Near 4,30.79734,34.46556833,Israel,0.2597835,19.2,25.3,Bare,1,309,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,707,328.17
Hamaarag LT monitoring,Ezuz Near 6,30.79734294,34.467966,Israel,0.2597835,19.2,25.3,Bare,1,309,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,707,139.17
Hamaarag LT monitoring,Ezuz Near 4,30.79744,34.46617,Israel,0.2597835,19.2,25.3,Bare,1,309,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,707,328.17
Hamaarag LT monitoring,Ezuz Near 4,30.79751055,34.46602173,Israel,0.2597835,19.2,25.3,Bare,1,309,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,707,328.17
Hamaarag LT monitoring,Ezuz Near 35,30.797965,34.46461,Israel,0.2597835,19.2,25.3,Bare,1,309,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,707,436.35
Hamaarag LT monitoring,Ezuz Near 3,30.79797,34.46581,Israel,0.2597835,19.2,25.3,Bare,1,309,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,707,338.93
Hamaarag LT monitoring,Ezuz Near 3,30.79800504,34.46584873,Israel,0.2597835,19.2,25.3,Bare,1,309,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,707,338.93
Hamaarag LT monitoring,Ezuz Near 2,30.79828,34.46508,Israel,0.2597835,19.2,25.3,Bare,1,309,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,707,413.31
Hamaarag LT monitoring,Ezuz Near 2,30.79838922,34.46502697,Israel,0.2597835,19.2,25.3,Bare,1,309,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,707,413.31
Hamaarag LT monitoring,Ezuz Near 1,30.79895,34.46467,Israel,0.2597835,19.2,25.3,Bare,1,309,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,707,479.04
Hamaarag LT monitoring,Ezuz Near 1,30.79899084,34.464573,Israel,0.2597835,19.2,25.3,Bare,1,309,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,707,479.04
Hamaarag LT monitoring,Yeruham Far 9,30.97487507,34.89537835,Israel,0.3645572,18.8,26.3,Bare,0,473,12.475173,yes,Deserts & Xeric Shrublands,Arabian desert,258,199.33
Hamaarag LT monitoring,Yeruham Far 9,30.97493,34.89583,Israel,0.3645572,18.8,26.3,Bare,0,473,12.475173,yes,Deserts & Xeric Shrublands,Arabian desert,258,199.33
Hamaarag LT monitoring,Yeruham Far 16,30.97493337,34.89578219,Israel,0.3645572,18.8,26.3,Bare,0,473,12.475173,yes,Deserts & Xeric Shrublands,Arabian desert,258,203.45
Hamaarag LT monitoring,Yeruham Far 8,30.97569002,34.89596173,Israel,0.3645572,18.8,26.3,Bare,0,469,12.475173,yes,Deserts & Xeric Shrublands,Arabian desert,258,248.44
Hamaarag LT monitoring,Yeruham Far 8,30.97576,34.89582,Israel,0.3645572,18.8,26.3,Bare,0,469,12.475173,yes,Deserts & Xeric Shrublands,Arabian desert,258,248.44
Hamaarag LT monitoring,Yeruham Far 2,30.97589084,34.89577488,Israel,0.3645572,18.8,26.3,Bare,0,469,12.475173,yes,Deserts & Xeric Shrublands,Arabian desert,258,260.06
Hamaarag LT monitoring,Yeruham Far 10,30.97663853,34.89206601,Israel,0.3275574,18.6,26,Bare,1,492,12.475174,yes,Deserts & Xeric Shrublands,Arabian desert,258,588.51
Hamaarag LT monitoring,Yeruham Far 7,30.97666164,34.89585008,Israel,0.3645572,18.8,26.3,Bare,0,469,12.475173,yes,Deserts & Xeric Shrublands,Arabian desert,258,486.52
Hamaarag LT monitoring,Yeruham Far 22,30.97692714,34.89593998,Israel,0.3645572,18.8,26.3,Bare,0,469,12.475173,yes,Deserts & Xeric Shrublands,Arabian desert,258,312.58
Hamaarag LT monitoring,Yeruham Far 6,30.97694,34.89547,Israel,0.3645572,18.8,26.3,Bare,0,469,12.475173,yes,Deserts & Xeric Shrublands,Arabian desert,258,348.89
Hamaarag LT monitoring,Yeruham Far 6,30.97709656,34.89578336,Israel,0.3645572,18.8,26.3,Bare,0,469,12.475173,yes,Deserts & Xeric Shrublands,Arabian desert,258,348.89
Hamaarag LT monitoring,Yeruham Far 5,30.97759,34.89514,Israel,0.3645572,18.8,26.3,Bare,4,469,12.475173,yes,Deserts & Xeric Shrublands,Arabian desert,258,414.58
Hamaarag LT monitoring,Yeruham Far 5,30.9775921,34.8951431,Israel,0.3645572,18.8,26.3,Bare,4,469,12.475173,yes,Deserts & Xeric Shrublands,Arabian desert,258,414.58
Hamaarag LT monitoring,Yeruham Far 18,30.97773169,34.8958256,Israel,0.3645572,18.8,26.3,Bare,4,469,12.475173,yes,Deserts & Xeric Shrublands,Arabian desert,258,371.73
Hamaarag LT monitoring,Yeruham Far 4,30.97799,34.89449,Israel,0.3275574,18.6,26,Bare,1,492,12.475174,yes,Deserts & Xeric Shrublands,Arabian desert,258,488.76
Hamaarag LT monitoring,Yeruham Far 4,30.97816992,34.89449993,Israel,0.3275574,18.6,26,Bare,1,492,12.475174,yes,Deserts & Xeric Shrublands,Arabian desert,258,488.76
Hamaarag LT monitoring,Yeruham Far 3,30.97834,34.89407,Israel,0.3275574,18.6,26,Bare,1,492,12.475174,yes,Deserts & Xeric Shrublands,Arabian desert,258,542.44
Hamaarag LT monitoring,Yeruham Far 7,30.97847797,34.89494749,Israel,0.3275574,18.6,26,Bare,4,492,12.475174,yes,Deserts & Xeric Shrublands,Arabian desert,258,486.52
Hamaarag LT monitoring,Yeruham Far 1,30.97854,34.89235,Israel,0.3275574,18.6,26,Bare,1,492,12.475174,yes,Deserts & Xeric Shrublands,Arabian desert,258,684.9
Hamaarag LT monitoring,Yeruham Far 1,30.97856344,34.89227839,Israel,0.3275574,18.6,26,Bare,1,492,12.475174,yes,Deserts & Xeric Shrublands,Arabian desert,258,684.9
Hamaarag LT monitoring,Yeruham Far 3,30.97870832,34.89399835,Israel,0.3275574,18.6,26,Bare,1,492,12.475174,yes,Deserts & Xeric Shrublands,Arabian desert,258,542.44
Hamaarag LT monitoring,Yeruham Far 2,30.97871,34.89288,Israel,0.3275574,18.6,26,Bare,1,492,12.475174,yes,Deserts & Xeric Shrublands,Arabian desert,258,260.06
Hamaarag LT monitoring,Yeruham Far 20,30.9787791,34.89342892,Israel,0.3275574,18.6,26,Bare,1,492,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,258,618.4
Hamaarag LT monitoring,Yeruham Near 1,30.98359,34.91473,Israel,0.481816,18.8,26.2,Bare,0,484,12.475172,no,Deserts & Xeric Shrublands,Arabian desert,258,211.44
Hamaarag LT monitoring,Yeruham Near 3,30.98442499,34.91505839,Israel,0.481816,18.8,26.2,Bare,0,471,12.475172,no,Deserts & Xeric Shrublands,Arabian desert,258,477.64
Hamaarag LT monitoring,Yeruham Near 2,30.98442844,34.91561998,Israel,0.481816,18.8,26.2,Bare,0,471,12.475172,no,Deserts & Xeric Shrublands,Arabian desert,258,568.63
Hamaarag LT monitoring,Yeruham Near 2,30.98446,34.9157,Israel,0.481816,18.8,26.2,Bare,0,471,12.475172,no,Deserts & Xeric Shrublands,Arabian desert,258,568.63
Hamaarag LT monitoring,Yeruham Near 15,30.98446958,34.91513323,Israel,0.481816,18.8,26.2,Bare,0,471,12.475172,no,Deserts & Xeric Shrublands,Arabian desert,258,574.24
Hamaarag LT monitoring,Yeruham Near 3,30.98448,34.91506,Israel,0.481816,18.8,26.2,Bare,0,471,12.475172,no,Deserts & Xeric Shrublands,Arabian desert,258,477.64
Hamaarag LT monitoring,Yeruham Near 3,30.98480158,34.91406599,Israel,0.481816,18.8,26.2,Bare,0,471,12.475172,no,Deserts & Xeric Shrublands,Arabian desert,258,477.64
Hamaarag LT monitoring,Yeruham Near 4,30.98488,34.91393,Israel,0.481816,18.8,26.2,Bare,0,471,12.475172,no,Deserts & Xeric Shrublands,Arabian desert,258,462.37
Hamaarag LT monitoring,Yeruham Near 1,30.98489494,34.91457157,Israel,0.481816,18.8,26.2,Bare,0,471,12.475172,no,Deserts & Xeric Shrublands,Arabian desert,258,211.44
Hamaarag LT monitoring,Yeruham Near 5,30.98524,34.91326,Israel,0.481816,18.8,26.2,Urban,1,471,12.475172,no,Deserts & Xeric Shrublands,Arabian desert,258,389.07
Hamaarag LT monitoring,Yeruham Near 1,30.98535842,34.9107706,Israel,0.4425462,18.9,26.3,Cultivated,14,464,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,258,211.44
Hamaarag LT monitoring,Yeruham Near 5,30.98538329,34.91334345,Israel,0.481816,18.8,26.2,Urban,1,471,12.475172,no,Deserts & Xeric Shrublands,Arabian desert,258,389.07
Hamaarag LT monitoring,Yeruham Near 21,30.98567181,34.91236159,Israel,0.4425462,18.9,26.3,Cultivated,14,464,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,258,294.69
Hamaarag LT monitoring,Yeruham Near 9,30.98574,34.90887,Israel,0.4425462,18.9,26.3,Cultivated,14,464,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,258,59.13
Hamaarag LT monitoring,Yeruham Near 9,30.98575321,34.90885679,Israel,0.4425462,18.9,26.3,Cultivated,14,464,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,258,59.13
Hamaarag LT monitoring,Yeruham Near 6,30.985815,34.91214,Israel,0.4425462,18.9,26.3,Cultivated,14,464,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,258,268.26
Hamaarag LT monitoring,Yeruham Near 6,30.98582,34.91214,Israel,0.4425462,18.9,26.3,Cultivated,14,464,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,258,268.26
Hamaarag LT monitoring,Yeruham Near 29,30.98587288,34.91180363,Israel,0.4425462,18.9,26.3,Cultivated,14,464,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,258,241.18
Hamaarag LT monitoring,Yeruham Near 8,30.98614,34.90986,Israel,0.4425462,18.9,26.3,Cultivated,14,464,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,258,88.43
Hamaarag LT monitoring,Yeruham Near 8,30.98618321,34.91003662,Israel,0.4425462,18.9,26.3,Cultivated,14,464,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,258,88.43
Hamaarag LT monitoring,Yeruham Near 11,30.98618613,34.9107702,Israel,0.4425462,18.9,26.3,Cultivated,14,464,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,258,146.55
Hamaarag LT monitoring,Yeruham Near 7,30.98625,34.91088,Israel,0.4425462,18.9,26.3,Cultivated,14,464,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,258,149.25
Hamaarag LT monitoring,Yeruham Near 7,30.98664999,34.91101999,Israel,0.4425462,18.9,26.3,Cultivated,14,464,12.475174,no,Deserts & Xeric Shrublands,Arabian desert,258,149.25
Hamaarag LT monitoring,Iftach Far CA6,33.12116217,35.55590911,Israel,0.8228236,19,24.9,Shrubs,19,348,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,114.84
Hamaarag LT monitoring,Iftach Far CA9,33.12117456,35.55741136,Israel,0.8228236,19,24.9,Shrubs,19,348,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,165.14
Hamaarag LT monitoring,Iftach Far CA8,33.12207109,35.55824232,Israel,0.8228236,19,24.9,Shrubs,19,348,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,191.64
Hamaarag LT monitoring,Iftach Far CA2,33.12236399,35.55741463,Israel,0.8228236,19,24.9,Shrubs,19,348,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,123.73
Hamaarag LT monitoring,Iftach Far 9,33.12306401,35.55784911,Israel,0.8228236,19,24.9,Shrubs,19,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,198.17
Hamaarag LT monitoring,Iftach Far 9,33.12307,35.5579,Israel,0.8228236,19,24.9,Shrubs,19,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,198.17
Hamaarag LT monitoring,Iftach Far CA5,33.12309269,35.55785093,Israel,0.8228236,19,24.9,Shrubs,19,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,196.34
Hamaarag LT monitoring,Iftach Far 8,33.12336,35.55813,Israel,0.8228236,19,24.9,Shrubs,19,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,232.87
Hamaarag LT monitoring,Iftach Far 8,33.12336839,35.55816293,Israel,0.8228236,19,24.9,Shrubs,19,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,232.87
Hamaarag LT monitoring,Iftach Far CA3,33.12370967,35.55763796,Israel,0.8228236,19,24.9,Shrubs,19,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,173.26
Hamaarag LT monitoring,Iftach Far 7,33.12389544,35.55818237,Israel,0.8228236,19,24.9,Shrubs,19,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,194.17
Hamaarag LT monitoring,Iftach Far 7,33.1239,35.55818,Israel,0.8228236,19,24.9,Shrubs,19,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,194.17
Hamaarag LT monitoring,Iftach Far CA7,33.12412528,35.5576367,Israel,0.8228236,19,24.9,Shrubs,19,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,140.19
Hamaarag LT monitoring,Iftach Far 4,33.12418,35.55754,Israel,0.8228236,19,24.9,Shrubs,19,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,129.61
Hamaarag LT monitoring,Iftach Far 4,33.12418016,35.55757988,Israel,0.8228236,19,24.9,Shrubs,19,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,129.61
Hamaarag LT monitoring,Iftach Far 2,33.12428517,35.55659115,Israel,0.8228236,19,24.9,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,65.87
Hamaarag LT monitoring,Iftach Far 2,33.1243,35.55666,Israel,0.8228236,19,24.9,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,65.87
Hamaarag LT monitoring,Iftach Far 6,33.12432,35.55812,Israel,0.8228236,19,24.9,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,167.12
Hamaarag LT monitoring,Iftach Far 6,33.12434863,35.55813376,Israel,0.8228236,19,24.9,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,167.12
Hamaarag LT monitoring,Iftach Far 3,33.12443,35.55769,Israel,0.8228236,19,24.9,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,127.78
Hamaarag LT monitoring,Iftach Far 3,33.12458618,35.55758256,Israel,0.8228236,19,24.9,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,127.78
Hamaarag LT monitoring,Iftach Far 5,33.12465694,35.55819981,Israel,0.8228236,19,24.9,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,151.82
Hamaarag LT monitoring,Iftach Far 5,33.12472,35.55814,Israel,0.8228236,19,24.9,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,151.82
Hamaarag LT monitoring,Iftach Far 1,33.12481,35.55673,Israel,0.8228236,19,24.9,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,36.02
Hamaarag LT monitoring,Iftach Far 1,33.12485742,35.55674102,Israel,0.8228236,19,24.9,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,36.02
Hamaarag LT monitoring,Iftach Near CA23,33.12592988,35.55536991,Israel,0.8228236,19,24.9,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,3.27
Hamaarag LT monitoring,Iftach Near CA21,33.12680988,35.55569579,Israel,0.8228236,19,24.9,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,53.94
Hamaarag LT monitoring,Iftach Near 9,33.12734573,35.55580191,Israel,0.8228236,19,24.9,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,58.85
Hamaarag LT monitoring,Iftach Near CA20,33.12736236,35.55572972,Israel,0.8228236,19,24.9,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,52.51
Hamaarag LT monitoring,Iftach Near 8,33.12773,35.55517,Israel,0.8224485,19.1,24.8,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,1.22
Hamaarag LT monitoring,Iftach Near CA25,33.12803782,35.55578227,Israel,0.8224485,19.1,24.8,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,51.11
Hamaarag LT monitoring,Iftach Near 7,33.12833,35.55566,Israel,0.8224485,19.1,24.8,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,38.94
Hamaarag LT monitoring,Iftach Near 7,33.1285702,35.55550218,Israel,0.8224485,19.1,24.8,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,38.94
Hamaarag LT monitoring,Iftach Near 6,33.12901,35.5556,Israel,0.8224485,19.1,24.8,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,30.3
Hamaarag LT monitoring,Iftach Near CA27,33.12916941,35.55566681,Israel,0.8224485,19.1,24.8,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,37.08
Hamaarag LT monitoring,Iftach Near 6,33.12924743,35.55557493,Israel,0.8224485,19.1,24.8,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,30.3
Hamaarag LT monitoring,Iftach Near 5,33.12958,35.55553,Israel,0.8224485,19.1,24.8,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,32.38
Hamaarag LT monitoring,Iftach Near 5,33.12972783,35.55540662,Israel,0.8224485,19.1,24.8,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,32.38
Hamaarag LT monitoring,Iftach Near 4,33.12991145,35.55556823,Israel,0.8224485,19.1,24.8,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,25.31
Hamaarag LT monitoring,Iftach Near 4,33.13017,35.55523,Israel,0.8224485,19.1,24.8,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,25.31
Hamaarag LT monitoring,Iftach Near 3,33.1309,35.55502,Israel,0.8224485,19.1,24.8,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,48.39
Hamaarag LT monitoring,Iftach Near 3,33.13090706,35.55501837,Israel,0.8224485,19.1,24.8,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,48.39
Hamaarag LT monitoring,Iftach Near CA19,33.13105155,35.55478652,Israel,0.8224485,19.1,24.8,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,40.28
Hamaarag LT monitoring,Iftach Near 2,33.13107159,35.55462174,Israel,0.8224485,19.1,24.8,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,28.77
Hamaarag LT monitoring,Iftach Near 2,33.13109,35.5546,Israel,0.8224485,19.1,24.8,Urban,11,410,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,28.77
Hamaarag LT monitoring,Iftach Near 1,33.13142,35.5544,Israel,0.8224485,19.1,24.8,Urban,11,419,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,32.87
Hamaarag LT monitoring,Iftach Near 1,33.13156995,35.55391096,Israel,0.8224485,19.1,24.8,Urban,11,419,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,32.87
Hamaarag LT monitoring,Iftach Near CA26,33.13167061,35.55476435,Israel,0.8224485,19.1,24.8,Urban,11,419,175.1729126,yes,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,1401,74.86
Hamaarag LT monitoring,Margaliot Far 1,33.20323543,35.54457687,Israel,0.7415196,17.1,24,Shrubs,28,828,0,no,"Mediterranean Forests, Woodlands & Scrub",Southern Anatolian montane conifer and deciduous forests,1626,12.86
Hamaarag LT monitoring,Margaliot Far 1,33.20345,35.5445,Israel,0.7415196,17.1,24,Shrubs,28,747,0,no,"Mediterranean Forests, Woodlands & Scrub",Southern Anatolian montane conifer and deciduous forests,1626,12.86
Hamaarag LT monitoring,Margaliot Far 2,33.20402,35.54395,Israel,0.7415196,17.1,24,Shrubs,28,747,0,no,"Mediterranean Forests, Woodlands & Scrub",Southern Anatolian montane conifer and deciduous forests,1626,12.87
Hamaarag LT monitoring,Margaliot Far 4,33.20406609,35.54435927,Israel,0.7415196,17.1,24,Shrubs,28,747,0,no,"Mediterranean Forests, Woodlands & Scrub",Southern Anatolian montane conifer and deciduous forests,1626,28.38
Hamaarag LT monitoring,Margaliot Far 3,33.20407,35.54393,Israel,0.7415196,17.1,24,Shrubs,28,747,0,no,"Mediterranean Forests, Woodlands & Scrub",Southern Anatolian montane conifer and deciduous forests,1626,13.28
Hamaarag LT monitoring,Margaliot Far 4,33.20412,35.54441,Israel,0.7415196,17.1,24,Shrubs,28,747,0,no,"Mediterranean Forests, Woodlands & Scrub",Southern Anatolian montane conifer and deciduous forests,1626,28.38
Hamaarag LT monitoring,Margaliot Far 2,33.20412304,35.54389592,Israel,0.7415196,17.1,24,Shrubs,28,747,0,no,"Mediterranean Forests, Woodlands & Scrub",Southern Anatolian montane conifer and deciduous forests,1626,12.87
Hamaarag LT monitoring,Margaliot Far 5,33.20421197,35.54427277,Israel,0.7415196,17.1,24,Shrubs,28,747,0,no,"Mediterranean Forests, Woodlands & Scrub",Southern Anatolian montane conifer and deciduous forests,1626,14.56
Hamaarag LT monitoring,Margaliot Far 5,33.20427,35.5442,Israel,0.7415196,17.1,24,Shrubs,28,747,0,no,"Mediterranean Forests, Woodlands & Scrub",Southern Anatolian montane conifer and deciduous forests,1626,14.56
Hamaarag LT monitoring,Margaliot Far CA25,33.20450644,35.54549414,Israel,0.7415196,17.1,24,Shrubs,28,747,0,no,"Mediterranean Forests, Woodlands & Scrub",Southern Anatolian montane conifer and deciduous forests,1626,126.05
Hamaarag LT monitoring,Margaliot Far CA22,33.2045172,35.5450644,Israel,0.7415196,17.1,24,Shrubs,28,747,0,no,"Mediterranean Forests, Woodlands & Scrub",Southern Anatolian montane conifer and deciduous forests,1626,89.05
Hamaarag LT monitoring,Margaliot Far 6,33.20454,35.54428,Israel,0.7415196,17.1,24,Shrubs,28,747,0,no,"Mediterranean Forests, Woodlands & Scrub",Southern Anatolian montane conifer and deciduous forests,1626,21.48
Hamaarag LT monitoring,Margaliot Far CA21,33.20464788,35.54449324,Israel,0.7415196,17.1,24,Shrubs,28,747,0,no,"Mediterranean Forests, Woodlands & Scrub",Southern Anatolian montane conifer and deciduous forests,1626,39.48
Hamaarag LT monitoring,Margaliot Far 7,33.20493,35.54407,Israel,0.7415196,17.1,24,Shrubs,28,747,0,no,"Mediterranean Forests, Woodlands & Scrub",Southern Anatolian montane conifer and deciduous forests,1626,6.61
Hamaarag LT monitoring,Margaliot Far CA20,33.20502207,35.54418594,Israel,0.7415196,17.1,24,Shrubs,28,747,0,no,"Mediterranean Forests, Woodlands & Scrub",Southern Anatolian montane conifer and deciduous forests,1626,19.9
Hamaarag LT monitoring,Margaliot Far 6,33.20512005,35.54390296,Israel,0.7415196,17.1,24,Shrubs,28,747,0,no,"Mediterranean Forests, Woodlands & Scrub",Southern Anatolian montane conifer and deciduous forests,1626,21.48
Hamaarag LT monitoring,Margaliot Far 8,33.20515,35.5434,Israel,0.7415196,17.1,24,Shrubs,28,747,0,no,"Mediterranean Forests, Woodlands & Scrub",Southern Anatolian montane conifer and deciduous forests,1626,28.52
Hamaarag LT monitoring,Margaliot Far CA23,33.20568966,35.5433718,Israel,0.7415196,17.1,24,Shrubs,28,747,0,no,"Mediterranean Forests, Woodlands & Scrub",Southern Anatolian montane conifer and deciduous forests,1626,9.75
